y,m,d,p,e,q
1982,1,1,0,1.3,38.33985216
1982,1,2,0,0.6,37.77818366
1982,1,3,1.59,0.6,37.98347134
1982,1,4,1.44,0.5,39.98867942
1982,1,5,0,0.9,38.73206384
1982,1,6,0,0.8,35.57731428
1982,1,7,0,1.6,34.09355108
1982,1,8,0,1.1,32.89950892
1982,1,9,0,0.9,31.80611775
1982,1,10,0,1.5,30.79673685
1982,1,11,0.05,1.2,29.85748726
1982,1,12,0.59,0.4,29.26662824
1982,1,13,1.15,0.9,29.16071596
1982,1,14,2.1,0.2,31.24975591
1982,1,15,0.03,0.2,33.39467814
1982,1,16,0,2.7,29.40617632
1982,1,17,0,1.6,28.19649409
1982,1,18,0,2,27.41563377
1982,1,19,0,1.3,26.68206485
1982,1,20,0,1,25.99943251
1982,1,21,1.02,0.3,26.33404234
1982,1,22,2.1,0.6,28.97318088
1982,1,23,0.01,0.6,29.72838392
1982,1,24,0,1.2,26.50435411
1982,1,25,0,1.7,25.54755822
1982,1,26,0,1,24.91677444
1982,1,27,0.34,1.4,24.32694474
1982,1,28,0,1.5,23.76819927
1982,1,29,0,0.8,23.23828912
1982,1,30,0.05,0.9,22.74146258
1982,1,31,0,1.2,22.2694152
1982,2,1,0,1.2,21.8178011
1982,2,2,0,0.8,21.38879781
1982,2,3,1.62,0.6,22.23805008
1982,2,4,4.95,1.4,27.91739951
1982,2,5,0.86,0.6,31.9576762
1982,2,6,7.28,0.8,34.81375917
1982,2,7,13.04,0.9,63.50884195
1982,2,8,14.25,0.9,103.2003083
1982,2,9,29.72,0.4,193.5844768
1982,2,10,24.55,0.6,359.2814025
1982,2,11,23.25,0,476.1732918
1982,2,12,0.21,0.6,420.3255972
1982,2,13,8.53,0.5,298.2391227
1982,2,14,1.43,0,260.367171
1982,2,15,0.02,0.4,194.5871405
1982,2,16,0,0.6,152.8587216
1982,2,17,0,0.5,127.2924134
1982,2,18,6.17,0.6,126.2747315
1982,2,19,1.71,1.5,128.4894155
1982,2,20,1.14,0.8,105.037273
1982,2,21,0.05,1,92.52234092
1982,2,22,8.53,0.5,103.7842012
1982,2,23,9.57,1.1,142.869138
1982,2,24,0.6,0.5,141.2673123
1982,2,25,0.64,1,108.4379174
1982,2,26,6.68,0.3,112.1356778
1982,2,27,6.25,0.8,136.2390458
1982,2,28,0.85,0.7,127.8015576
1982,3,1,0,1.5,102.647981
1982,3,2,0,1.5,89.8949007
1982,3,3,0.14,0.4,80.94461169
1982,3,4,0.03,2.7,73.74203214
1982,3,5,14.07,1.8,98.39201994
1982,3,6,16.79,1.7,174.705689
1982,3,7,35.25,1.1,342.332802
1982,3,8,22.4,2.1,556.4999362
1982,3,9,1.05,0.7,451.8851864
1982,3,10,0.85,0.7,279.27952
1982,3,11,6.68,0.7,234.4709827
1982,3,12,4.34,1.9,222.3101724
1982,3,13,24.55,0.1,296.0998061
1982,3,14,5.71,1,381.3709901
1982,3,15,17.93,0.6,368.0083768
1982,3,16,0,1.7,355.509613
1982,3,17,0.05,1.1,234.8949988
1982,3,18,0.04,0.7,181.4152725
1982,3,19,0.03,2.7,149.6367187
1982,3,20,0.11,2,127.5786528
1982,3,21,0.07,1.2,111.4841938
1982,3,22,4.51,0.5,111.800803
1982,3,23,0.02,2.1,113.8577276
1982,3,24,7.85,2.9,110.512582
1982,3,25,7.65,1.4,135.750394
1982,3,26,11.14,2,167.410349
1982,3,27,0.92,0,173.1535485
1982,3,28,2.04,0.1,142.4926161
1982,3,29,0.9,0.4,129.2631688
1982,3,30,0.06,1.1,112.0230251
1982,3,31,23.62,3.8,167.7022561
1982,4,1,2.95,1.5,235.7130405
1982,4,2,6.09,2,186.0983228
1982,4,3,7.46,0.8,194.4499755
1982,4,4,22.72,1.6,284.8783575
1982,4,5,0.72,0.9,325.9546092
1982,4,6,0.2,0.7,215.5203956
1982,4,7,0.01,2.1,169.6077902
1982,4,8,0.02,2,142.3716303
1982,4,9,0,2.5,123.02549
1982,4,10,0,2.9,108.5919578
1982,4,11,0,2.3,97.4332497
1982,4,12,0.75,1.6,88.60830005
1982,4,13,7.32,1.8,97.25630906
1982,4,14,0.28,3,107.2189342
1982,4,15,0,3.6,88.11034029
1982,4,16,0,2.6,79.79843973
1982,4,17,1.84,1.1,75.92436682
1982,4,18,0.53,2.1,73.014843
1982,4,19,0,1.7,67.14535969
1982,4,20,0.5,1.1,63.14375219
1982,4,21,7.03,0.8,74.72968771
1982,4,22,7.62,0.6,107.2542157
1982,4,23,5.09,2.7,117.3790725
1982,4,24,22.66,2.7,168.0198448
1982,4,25,18.24,1.4,303.3457354
1982,4,26,0,2.5,294.5287194
1982,4,27,0,3.4,199.0867252
1982,4,28,0.03,1.7,158.6615754
1982,4,29,8.82,0.7,164.890816
1982,4,30,8.21,1.2,202.35887
1982,5,1,12.75,1.6,235.4791568
1982,5,2,0.1,1.8,230.8291412
1982,5,3,0,3.7,168.0217232
1982,5,4,0,1.9,138.794454
1982,5,5,16.15,2.5,170.6105289
1982,5,6,22.55,1.3,305.4630454
1982,5,7,16.18,0.2,430.443958
1982,5,8,1.36,1.8,371.7614546
1982,5,9,17.23,6.8,301.1447672
1982,5,10,78.65,3.8,871.9599397
1982,5,11,22.59,0.1,1457.554834
1982,5,12,4.24,2,805.3494678
1982,5,13,4.28,2.5,446.8484752
1982,5,14,5.47,1.2,335.9303296
1982,5,15,1.4,0.2,278.2044564
1982,5,16,0.01,1.4,216.4131432
1982,5,17,0.82,1.4,174.6299366
1982,5,18,9.9,2.5,181.0551999
1982,5,19,0.11,3.4,189.5905291
1982,5,20,0,4.1,148.8485972
1982,5,21,0,4.5,128.5837852
1982,5,22,0,4.4,114.6319986
1982,5,23,0,4.7,103.6760401
1982,5,24,0,3.5,94.85139331
1982,5,25,0.38,3.9,87.62038035
1982,5,26,0.17,2.6,81.59127916
1982,5,27,9.78,1.4,100.8823382
1982,5,28,17.4,0.5,184.1465693
1982,5,29,5.95,2.2,238.0056791
1982,5,30,2.82,3,185.1815002
1982,5,31,0,3.5,146.5137573
1982,6,1,10.74,4.1,151.6006867
1982,6,2,10.85,1.9,196.9029369
1982,6,3,0.05,4,195.9218311
1982,6,4,0,4.2,148.5419791
1982,6,5,0,2,126.5596143
1982,6,6,8.07,1.5,135.058186
1982,6,7,10.5,0.6,183.9928598
1982,6,8,5.21,1,208.0707463
1982,6,9,0.97,3.1,175.3698334
1982,6,10,1.91,2.7,139.9401518
1982,6,11,5.49,1.7,134.9674709
1982,6,12,3.49,1.8,139.8689215
1982,6,13,43.23,4.7,297.3961693
1982,6,14,44.79,0.9,832.1161045
1982,6,15,58.75,2.9,1462.315395
1982,6,16,66.56,0.8,2082.640494
1982,6,17,44.2,0,2104.58007
1982,6,18,73.05,2.1,2239.803208
1982,6,19,7.01,1.1,1709.218839
1982,6,20,0.47,2.1,685.3524086
1982,6,21,0,0,397.1057499
1982,6,22,60.13,2.1,815.6981234
1982,6,23,4.14,1.1,1140.144307
1982,6,24,0,2.3,547.1952823
1982,6,25,0,4.3,348.6482892
1982,6,26,0,5,263.5548311
1982,6,27,0,4.8,214.3858352
1982,6,28,0,4.4,182.2945394
1982,6,29,0,3.7,159.7721747
1982,6,30,5.55,2.8,155.5257522
1982,7,1,6.97,2.6,173.5752091
1982,7,2,0.95,1.2,171.2653668
1982,7,3,4.65,1.2,159.5346504
1982,7,4,12.19,4.9,193.3482815
1982,7,5,6,1.9,221.9073494
1982,7,6,5.92,1.9,218.7566476
1982,7,7,2.46,2.3,200.0852347
1982,7,8,2.83,3.4,165.6414371
1982,7,9,0,4.7,145.81771
1982,7,10,0,4.4,131.6259414
1982,7,11,0,3.8,120.457259
1982,7,12,0,4.9,111.3718964
1982,7,13,0,5.4,103.7190695
1982,7,14,0,5,97.16049443
1982,7,15,0,4.9,91.48179759
1982,7,16,0.3,4.5,86.51677309
1982,7,17,2.25,4.7,82.19959071
1982,7,18,2.6,4.9,78.45609271
1982,7,19,0.44,4.6,75.09577646
1982,7,20,0,4.6,71.97347639
1982,7,21,0,6.1,69.03730307
1982,7,22,0,5.6,66.24706721
1982,7,23,0,4.4,63.65747783
1982,7,24,0.21,4,61.28326009
1982,7,25,5.46,5,60.26520324
1982,7,26,0.41,3.3,59.57388186
1982,7,27,0.9,4.7,56.71791381
1982,7,28,0,6.3,54.70470445
1982,7,29,3.66,4.8,52.90411517
1982,7,30,14.86,1,84.47359683
1982,7,31,13.89,1.6,163.4330807
1982,8,1,3.65,3.3,170.868331
1982,8,2,2.83,2.5,127.6578745
1982,8,3,4.98,2.6,119.0121863
1982,8,4,0.13,4.4,114.204376
1982,8,5,0,4.4,98.37676285
1982,8,6,5.54,5,90.55422783
1982,8,7,2.58,2.7,84.98729155
1982,8,8,0.02,5.6,77.72887102
1982,8,9,0.08,4.7,72.22348408
1982,8,10,0.08,5,67.58569642
1982,8,11,0.36,4.2,63.54722016
1982,8,12,0.02,4.3,60.00877353
1982,8,13,7.85,4.9,63.55520693
1982,8,14,8.14,4.3,77.19470323
1982,8,15,0,5.3,78.06302578
1982,8,16,0.09,4.2,65.68734662
1982,8,17,1.57,3.6,60.8449629
1982,8,18,4.84,2.3,63.0860397
1982,8,19,10.51,4.3,80.82579012
1982,8,20,4,3.4,90.15795118
1982,8,21,0.01,4.2,74.14556356
1982,8,22,0,4.5,66.52085945
1982,8,23,6.45,3.5,68.77696181
1982,8,24,0.55,4.5,72.1604895
1982,8,25,6.57,2.2,72.51499974
1982,8,26,0.11,4.1,78.77712709
1982,8,27,0,3.3,65.84469246
1982,8,28,1.42,4.2,60.52815299
1982,8,29,2.58,3.6,56.78621655
1982,8,30,2.55,3.4,53.56910299
1982,8,31,7.98,6.4,53.95645086
1982,9,1,3.64,3.8,54.98906175
1982,9,2,1.23,5.6,49.59949088
1982,9,3,0,4.8,46.85219284
1982,9,4,0.02,5,44.6497492
1982,9,5,0.71,4.5,42.64354801
1982,9,6,5.06,4.6,41.6620775
1982,9,7,0,4.6,40.96623554
1982,9,8,4.01,3.8,38.96281888
1982,9,9,0,4.2,37.85214857
1982,9,10,0,3.2,36.11354363
1982,9,11,0.98,2.1,34.80566089
1982,9,12,0.72,1.5,33.66463335
1982,9,13,10.74,0.2,50.03012479
1982,9,14,19.48,0,113.323904
1982,9,15,3.72,1.9,149.2929966
1982,9,16,4.68,1,116.400856
1982,9,17,0.06,1.5,107.4169234
1982,9,18,0.53,3.1,89.17975761
1982,9,19,1.67,3.1,79.28929343
1982,9,20,0,4.4,71.90791258
1982,9,21,3.45,1.6,69.91562494
1982,9,22,1.95,1.5,70.02146435
1982,9,23,0,4.2,62.88774371
1982,9,24,0,3.7,57.26689897
1982,9,25,0,3.3,53.31508825
1982,9,26,0,3.6,49.95981689
1982,9,27,0,3.8,47.00778496
1982,9,28,0,3,44.39425748
1982,9,29,0,3.1,42.07113803
1982,9,30,1.55,2.1,40.00438086
1982,10,1,0.07,3.7,38.15574994
1982,10,2,0.73,2.8,36.46267147
1982,10,3,0.02,3.2,34.92573443
1982,10,4,0.37,3.4,33.50973224
1982,10,5,0,4,32.20046966
1982,10,6,0,2.6,30.9860065
1982,10,7,0,3.5,29.86565283
1982,10,8,0,4.3,28.81203618
1982,10,9,0,4,27.8187091
1982,10,10,0,3.8,26.88743109
1982,10,11,0,3.5,26.01373233
1982,10,12,0,3.3,25.19353667
1982,10,13,0,3.8,24.41938662
1982,10,14,0,3.8,23.68354269
1982,10,15,0,3.7,22.9854372
1982,10,16,0,3,22.3253049
1982,10,17,0,3,21.70284172
1982,10,18,0,3.4,21.11058156
1982,10,19,0,3.9,20.54247817
1982,10,20,0,3.2,19.99857058
1982,10,21,2.92,0.9,21.75329342
1982,10,22,0.35,1.9,24.16494579
1982,10,23,2.49,0.3,23.19143511
1982,10,24,7.55,1.3,32.96717151
1982,10,25,23.86,0.9,72.5682713
1982,10,26,30.59,0,180.7022383
1982,10,27,37.29,0,375.9213625
1982,10,28,8.59,0,464.7454786
1982,10,29,6.86,1.3,341.1322607
1982,10,30,11.67,4.7,285.1601307
1982,10,31,37.03,1.8,408.9348752
1982,11,1,1.94,1.4,471.126992
1982,11,2,0.02,1.6,278.6972837
1982,11,3,0,1.6,200.5899319
1982,11,4,5.15,3.6,164.0661157
1982,11,5,34.25,1.5,270.1604584
1982,11,6,2.24,0.8,371.9493725
1982,11,7,0.05,0.7,236.1399009
1982,11,8,0.16,1.1,175.6792262
1982,11,9,0.86,2.7,142.7557039
1982,11,10,0,3.8,120.2328342
1982,11,11,0.01,2.1,103.8063269
1982,11,12,0,1.4,91.37757792
1982,11,13,0,1.4,81.67585455
1982,11,14,3.89,0,83.2749342
1982,11,15,12.64,0.9,117.0643304
1982,11,16,6.33,1,151.1465079
1982,11,17,0.11,0.7,130.3787421
1982,11,18,3.57,0.4,112.305533
1982,11,19,0.17,1.2,107.4986271
1982,11,20,0,1.4,90.32178966
1982,11,21,0,0.8,80.45939692
1982,11,22,4.44,0.9,81.60626862
1982,11,23,0.42,1.2,84.07275239
1982,11,24,0.05,0.6,71.21249697
1982,11,25,0.25,0.7,64.88101154
1982,11,26,6.54,0.7,73.09205775
1982,11,27,0.04,1,82.89396669
1982,11,28,26.66,1.2,134.2219323
1982,11,29,7.38,0.9,231.858023
1982,11,30,0.01,1.4,179.7065775
1982,12,1,0,1,135.1611874
1982,12,2,0,1.1,114.1889791
1982,12,3,0,0.6,99.69782374
1982,12,4,0,0.8,88.58770287
1982,12,5,17.15,1.3,123.8225473
1982,12,6,3.05,1.6,167.950079
1982,12,7,0.7,0.3,126.3755652
1982,12,8,3.42,0.3,115.3737974
1982,12,9,0.9,0.4,112.0341311
1982,12,10,0.39,0.4,95.79968499
1982,12,11,0.35,1.2,84.54505559
1982,12,12,0.34,1.4,76.665715
1982,12,13,0.01,1.7,70.30236151
1982,12,14,0,1.1,65.00101504
1982,12,15,0.01,1.2,60.53185173
1982,12,16,0,1.5,56.70786544
1982,12,17,0,1.8,53.39211455
1982,12,18,0,1.8,50.48740361
1982,12,19,0,1.3,47.92857897
1982,12,20,0,1.1,45.66578325
1982,12,21,0.01,1.5,43.64594718
1982,12,22,0,1.3,41.82682579
1982,12,23,0,1.2,40.18501357
1982,12,24,6.96,0.1,50.96647249
1982,12,25,4.32,0.6,71.72027374
1982,12,26,0.06,1.6,65.50264418
1982,12,27,0,1,54.20163803
1982,12,28,0,0.9,50.40282665
1982,12,29,0,1.2,47.75421809
1982,12,30,0,0.9,45.41285232
1982,12,31,0,0.9,43.33387898
1983,1,1,0,0.4,41.47869255
1983,1,2,0.01,0.8,39.81557811
1983,1,3,0,1,38.3072687
1983,1,4,33.53,0,106.3967603
1983,1,5,9.36,0.6,235.1091126
1983,1,6,0.98,0.1,184.8604398
1983,1,7,24.86,0,235.2147526
1983,1,8,12.6,0.1,363.7714028
1983,1,9,3.96,0.1,318.708441
1983,1,10,2.73,0.8,243.8082334
1983,1,11,8.83,0.1,228.7235093
1983,1,12,2.58,0.2,226.8802394
1983,1,13,0.47,0.4,178.6420506
1983,1,14,0.03,0.8,142.5351422
1983,1,15,0.12,0.7,120.8408415
1983,1,16,0,0.4,105.4136848
1983,1,17,1.41,0.4,96.57163619
1983,1,18,0.79,1,90.0327802
1983,1,19,0.22,0.8,80.17121212
1983,1,20,0.09,1.2,73.40090987
1983,1,21,0,1.3,67.95812755
1983,1,22,0,0.9,63.37236388
1983,1,23,0.01,1.1,59.4648118
1983,1,24,0,0,56.10571577
1983,1,25,0,3.1,53.16932189
1983,1,26,0,1.4,50.54373568
1983,1,27,0,1.2,48.23090224
1983,1,28,0.48,0.9,46.17979652
1983,1,29,0,0.9,44.35140645
1983,1,30,3.38,0,49.07173241
1983,1,31,26.73,0.6,115.9528778
1983,2,1,18.89,1,255.7656856
1983,2,2,8.45,1.4,282.3923609
1983,2,3,0.88,1.2,223.4017199
1983,2,4,0,1,165.1930962
1983,2,5,5.8,0.4,155.9041765
1983,2,6,1.46,0.2,157.1941362
1983,2,7,0.17,1.4,130.1576835
1983,2,8,0,1.8,109.9800439
1983,2,9,0.23,1.1,97.09805741
1983,2,10,13.25,0.5,125.2242953
1983,2,11,0.53,0.5,156.0249906
1983,2,12,0,1.8,115.2978986
1983,2,13,0,1.9,99.20577341
1983,2,14,0.92,0.4,90.40425169
1983,2,15,5.67,0,99.26576474
1983,2,16,4.37,0.2,119.203041
1983,2,17,0.1,2.2,110.9047445
1983,2,18,0,1.8,91.36825136
1983,2,19,5.17,0.5,94.71617346
1983,2,20,10.75,2.1,126.0531161
1983,2,21,4.72,0.1,149.3860203
1983,2,22,2.14,0.5,137.5286925
1983,2,23,39.19,0.7,272.9527083
1983,2,24,22.18,0,570.6519691
1983,2,25,3.65,0.4,497.0955938
1983,2,26,4.21,0,342.3605855
1983,2,27,16.75,0.7,355.070949
1983,2,28,3.61,0.1,366.1386096
1983,3,1,5.41,0,292.3558404
1983,3,2,0.46,1.3,242.3196799
1983,3,3,20.07,0.5,279.7491183
1983,3,4,2.09,1.1,328.6516816
1983,3,5,0,2.1,225.1123986
1983,3,6,0,2,174.9549085
1983,3,7,0.58,0.4,146.8253854
1983,3,8,1.44,1.1,128.5763388
1983,3,9,10.06,0.2,149.7934953
1983,3,10,2.87,0,181.7979117
1983,3,11,36.52,0.1,327.8557446
1983,3,12,14.73,0.7,574.3370872
1983,3,13,0.17,2.5,426.8090656
1983,3,14,1.35,0.5,277.4558238
1983,3,15,28.77,0,383.2298571
1983,3,16,1.74,1,472.2227015
1983,3,17,0,2.6,291.789334
1983,3,18,0.28,1.8,215.6243315
1983,3,19,58.21,0.2,540.6489308
1983,3,20,22.49,0.1,1078.616635
1983,3,21,1.87,0.3,709.3974711
1983,3,22,1.5,2.5,397.9077699
1983,3,23,0.05,3.2,274.289552
1983,3,24,7.32,2.1,240.2608515
1983,3,25,15.98,0.7,307.2697718
1983,3,26,0.27,0.6,322.1170051
1983,3,27,22.75,0,360.8475287
1983,3,28,8.23,0.5,474.8574376
1983,3,29,0.55,0.5,351.935525
1983,3,30,1.07,1.1,246.3144155
1983,3,31,0,1.1,195.93174
1983,4,1,0,1.8,164.7274275
1983,4,2,0.25,1.4,143.0351045
1983,4,3,0,2.6,127.1152988
1983,4,4,0.72,0.7,115.0551262
1983,4,5,1.42,2.1,105.689835
1983,4,6,8.08,1.6,120.4364238
1983,4,7,12.45,0.6,184.2906755
1983,4,8,19.6,1.2,301.082366
1983,4,9,8.87,2.7,367.0320054
1983,4,10,21.73,2.6,409.7964492
1983,4,11,31.75,4.2,641.9120999
1983,4,12,0.15,2.4,607.1424192
1983,4,13,6.01,4.8,357.8181265
1983,4,14,11.85,1.9,328.2712181
1983,4,15,8.55,2.6,348.7302773
1983,4,16,30.05,2.5,480.6827441
1983,4,17,15.65,1.2,665.4840339
1983,4,18,20.98,0,689.4561853
1983,4,19,3.94,1.1,604.8170999
1983,4,20,2.34,0.7,391.9444877
1983,4,21,11.45,1.2,356.9331206
1983,4,22,10.47,1.4,398.0956182
1983,4,23,7.37,1,384.8258163
1983,4,24,1.1,1.1,312.6705912
1983,4,25,0.49,2.1,231.4673253
1983,4,26,0,2.9,190.1871248
1983,4,27,0,5.5,163.382673
1983,4,28,1.57,5.6,143.9457967
1983,4,29,22.29,3.3,216.1702548
1983,4,30,9.74,0.8,344.6985934
1983,5,1,6.08,1.6,321.1380923
1983,5,2,21.17,0,399.0971903
1983,5,3,1.36,1.1,438.6583544
1983,5,4,0,2.3,284.6414938
1983,5,5,9.09,2.8,255.059366
1983,5,6,22.24,1.6,374.4384248
1983,5,7,0.03,3.6,415.6667967
1983,5,8,0.07,3,271.0416447
1983,5,9,4.63,2.8,221.0901252
1983,5,10,24.86,0.6,335.9270754
1983,5,11,20.42,2.6,565.2094213
1983,5,12,7.93,1.9,535.8922125
1983,5,13,0.06,3.5,376.2155613
1983,5,14,4.79,4.3,267.4837725
1983,5,15,14.19,2.6,282.9288712
1983,5,16,0.81,2,296.2996875
1983,5,17,0,3.8,216.0223924
1983,5,18,0.4,3,178.2313018
1983,5,19,2.97,1.2,162.518999
1983,5,20,5.41,1.7,168.4415364
1983,5,21,0.55,3.8,162.9889498
1983,5,22,0,2.9,137.2382204
1983,5,23,4.52,3.8,126.0596859
1983,5,24,26.27,1.1,230.9512881
1983,5,25,3.25,5.4,338.7807406
1983,5,26,0,3.7,223.6112193
1983,5,27,0.03,3.2,179.2967753
1983,5,28,0.51,2.7,153.767787
1983,5,29,6.29,3,149.0884231
1983,5,30,43.4,8.2,329.9712764
1983,5,31,13.33,3.7,568.5671414
1983,6,1,14.26,2.1,497.7400212
1983,6,2,8.69,1.4,464.5471615
1983,6,3,3.25,3,357.0578859
1983,6,4,0.09,3,253.9245126
1983,6,5,0.04,3.1,201.6030948
1983,6,6,0,4.6,169.2727902
1983,6,7,0,3.9,146.6880855
1983,6,8,0,4,130.0434622
1983,6,9,11.86,3.9,148.3618419
1983,6,10,14.06,4.1,212.6196018
1983,6,11,5.14,5.8,216.9672415
1983,6,12,13.84,10.1,181.0558517
1983,6,13,14.43,0.5,239.1420607
1983,6,14,16.1,3.4,342.8826858
1983,6,15,40.91,1.1,625.1492696
1983,6,16,22.71,0.4,957.1809911
1983,6,17,7.62,1.4,738.3675527
1983,6,18,23.49,2.5,642.2191792
1983,6,19,25.05,6.3,745.5653795
1983,6,20,13.55,2.8,683.5476295
1983,6,21,21,6.9,608.7301278
1983,6,22,0.8,5.8,487.3334695
1983,6,23,0.23,4.2,312.6467657
1983,6,24,0,4.3,237.1499447
1983,6,25,0,5.6,193.8848388
1983,6,26,0,6.3,164.8801179
1983,6,27,0.42,4.4,144.1435619
1983,6,28,0.08,4.8,128.6590435
1983,6,29,0.04,5,116.5612607
1983,6,30,0,5.1,106.806343
1983,7,1,0,6.2,98.7048998
1983,7,2,17.16,2.1,144.9048168
1983,7,3,6.88,2.4,216.1082047
1983,7,4,0.69,5.5,179.0648998
1983,7,5,0,4.6,142.8098208
1983,7,6,0,4.8,124.6645251
1983,7,7,0,2.1,111.7030317
1983,7,8,0.28,0.7,101.6544973
1983,7,9,1.15,3.8,93.62025066
1983,7,10,0,3.2,86.93991516
1983,7,11,0,3.1,81.2954144
1983,7,12,4.6,3.8,78.7579903
1983,7,13,1.75,4.8,76.95046972
1983,7,14,0,4.6,71.33237991
1983,7,15,5.88,4.9,70.12650794
1983,7,16,7.06,4.8,75.61572699
1983,7,17,3.99,3.8,77.35972554
1983,7,18,0.43,4.4,69.56557368
1983,7,19,0,5.3,65.23190514
1983,7,20,0,6,62.03989501
1983,7,21,0,6.5,59.13076379
1983,7,22,0,5.5,56.44627126
1983,7,23,0,5.8,53.97999137
1983,7,24,0,6.4,51.67830647
1983,7,25,0.05,8.8,49.48390206
1983,7,26,0.03,6.1,47.39417368
1983,7,27,1.53,5.9,45.48892186
1983,7,28,0,5.5,43.73211081
1983,7,29,0,7.1,42.05441818
1983,7,30,0,6.8,40.4422881
1983,7,31,0,6.2,38.91834414
1983,8,1,0,6.4,37.47995067
1983,8,2,0.1,6.1,36.11603936
1983,8,3,0,7.5,34.81481753
1983,8,4,0,5.8,33.56793713
1983,8,5,0.53,6.4,32.39780307
1983,8,6,0.45,6,31.28866301
1983,8,7,12.05,7.3,37.40494849
1983,8,8,5.05,7,45.19738398
1983,8,9,4.76,5,36.04602565
1983,8,10,2.16,5.3,33.77072813
1983,8,11,0.45,4.9,32.50229408
1983,8,12,0.04,5.9,31.29809475
1983,8,13,0.69,3.1,30.17100115
1983,8,14,5.44,3.2,32.34335171
1983,8,15,4.28,4,35.67890601
1983,8,16,0.2,5.2,31.52251859
1983,8,17,0.74,4.8,29.54734672
1983,8,18,3.78,4.9,28.47449374
1983,8,19,0,4.3,27.5347643
1983,8,20,2.95,3.6,26.64795511
1983,8,21,0.95,2.2,25.84206904
1983,8,22,4.05,3.7,25.54671991
1983,8,23,9.26,3.5,33.05280446
1983,8,24,1.97,1.8,41.70695236
1983,8,25,24.42,1.5,68.89128354
1983,8,26,0,2.9,116.1136576
1983,8,27,0,3.8,72.7456448
1983,8,28,0,4.4,62.22750886
1983,8,29,0,4.7,57.05839386
1983,8,30,0,4.3,52.66271026
1983,8,31,2.07,3.7,48.899316
1983,9,1,0.03,4.8,45.64309997
1983,9,2,8.5,5,48.51400828
1983,9,3,21.87,2.8,88.24768984
1983,9,4,2.72,3.4,123.0450295
1983,9,5,0,4.3,82.72192401
1983,9,6,1.15,4.5,70.87736027
1983,9,7,0,4.6,64.1239122
1983,9,8,0,4.8,58.5042286
1983,9,9,5.33,4.3,55.62903507
1983,9,10,1.1,4.2,53.56362424
1983,9,11,18.81,3.9,75.65498424
1983,9,12,6.17,2.5,112.261517
1983,9,13,1.45,3.2,89.30111631
1983,9,14,0.2,3.8,72.41104424
1983,9,15,0,5.3,64.76556752
1983,9,16,0,4.3,58.98478017
1983,9,17,11.32,3.1,69.42716101
1983,9,18,17.22,1.4,116.8186233
1983,9,19,2.82,2.4,136.4897429
1983,9,20,0,5.3,97.36026738
1983,9,21,0,2.3,82.3582594
1983,9,22,0,3.8,73.27092722
1983,9,23,0,3.5,65.98447742
1983,9,24,0,3.9,59.97957709
1983,9,25,0,1.9,54.95740975
1983,9,26,0,4,50.70223189
1983,9,27,0,3.3,47.03715666
1983,9,28,0,3.9,43.85514388
1983,9,29,0,2.7,41.0675108
1983,9,30,21.47,1.2,72.16008343
1983,10,1,3.74,1.6,116.4748093
1983,10,2,0,2.7,82.66906077
1983,10,3,0,2.8,68.07446567
1983,10,4,0,4.2,61.30301744
1983,10,5,0,4.1,55.97485209
1983,10,6,0,2.7,51.47547605
1983,10,7,0.11,4.3,47.62981542
1983,10,8,2.22,2.9,44.30918296
1983,10,9,0,3.3,41.42627262
1983,10,10,0,4.2,38.87545816
1983,10,11,0,4.2,36.60404714
1983,10,12,0.04,2.9,34.57634845
1983,10,13,0.46,1,32.76899046
1983,10,14,0.17,1.6,31.15211773
1983,10,15,0.65,1.7,29.68877483
1983,10,16,1.64,1.2,28.91096541
1983,10,17,0.7,2.2,28.35519635
1983,10,18,0.16,2.9,26.58812706
1983,10,19,0,3.6,25.44225955
1983,10,20,0,3,24.44767025
1983,10,21,0,2.3,23.52845456
1983,10,22,0,2,22.67812182
1983,10,23,0.17,1.7,21.88932236
1983,10,24,0.08,2.8,21.15335818
1983,10,25,0,3.7,20.45778766
1983,10,26,1.52,0.9,20.45476571
1983,10,27,0.04,1.5,20.66879766
1983,10,28,0.06,1.2,19.23997537
1983,10,29,0,2.2,18.57498237
1983,10,30,0,3.2,18.03738214
1983,10,31,0,3.1,17.52437921
1983,11,1,0,3.3,17.03684397
1983,11,2,0,2.3,16.57423319
1983,11,3,0,2,16.13807244
1983,11,4,0,2.1,15.72454531
1983,11,5,0,2.4,15.3302221
1983,11,6,0,1.8,14.95417142
1983,11,7,0,1.4,14.59778297
1983,11,8,0,2.3,14.25784823
1983,11,9,0,1.4,13.93166281
1983,11,10,1.92,1.5,13.99348265
1983,11,11,1.38,1,14.5246211
1983,11,12,4.09,2.8,15.28136731
1983,11,13,0.01,1.5,15.94999589
1983,11,14,0,2.3,13.93179057
1983,11,15,0,2.1,13.42664903
1983,11,16,0,2.8,13.13281354
1983,11,17,0.01,3.1,12.84801356
1983,11,18,0.02,1.8,12.57437879
1983,11,19,0,2.5,12.31347723
1983,11,20,0,1.7,12.06178473
1983,11,21,0,1.5,11.82152799
1983,11,22,0,1.5,11.59103637
1983,11,23,0,1.6,11.36906069
1983,11,24,0,2.1,11.15429627
1983,11,25,0,2.6,10.94511383
1983,11,26,0,2.7,10.74124249
1983,11,27,0,2,10.54407011
1983,11,28,0,2,10.35463158
1983,11,29,0,1.8,10.17157543
